Cancer Type,Feature Type,Clinical Outcome Endpoint,Event Time Threshold (Year),Source Group,Target Group,EA-Positive,EA-Negative,DDP-Positive,DDP-Negative
HNSC,"('Protein', 'MicroRNA')",OS,1,WHITE,BLACK,130,38,15,6
HNSC,"('Protein', 'MicroRNA')",OS,2,WHITE,BLACK,86,70,8,9
HNSC,"('Protein', 'MicroRNA')",OS,3,WHITE,BLACK,66,83,5,11
HNSC,"('Protein', 'MicroRNA')",PFI,1,WHITE,BLACK,115,40,14,6
HNSC,"('Protein', 'MicroRNA')",PFI,2,WHITE,BLACK,79,57,7,8
HNSC,"('Protein', 'MicroRNA')",PFI,3,WHITE,BLACK,63,61,5,8
HNSC,"('Protein', 'mRNA')",DSS,1,WHITE,BLACK,122,22,14,5
HNSC,"('Protein', 'mRNA')",DSS,2,WHITE,BLACK,82,43,8,6
HNSC,"('Protein', 'mRNA')",DSS,3,WHITE,BLACK,64,50,5,6
HNSC,"('Protein', 'mRNA')",OS,1,WHITE,BLACK,132,38,15,6
HNSC,"('Protein', 'mRNA')",OS,2,WHITE,BLACK,88,70,8,9
HNSC,"('Protein', 'mRNA')",OS,3,WHITE,BLACK,67,83,5,11
HNSC,"('Protein', 'mRNA')",PFI,1,WHITE,BLACK,117,40,14,6
HNSC,"('Protein', 'mRNA')",PFI,2,WHITE,BLACK,81,57,7,8
HNSC,"('Protein', 'mRNA')",PFI,3,WHITE,BLACK,64,61,5,8
KIPAN,"('MicroRNA', 'Methylation')",DFI,2,WHITE,BLACK,143,17,26,5
KIPAN,"('MicroRNA', 'Methylation')",DFI,3,WHITE,BLACK,109,21,13,5
KIPAN,"('MicroRNA', 'Methylation')",DFI,4,WHITE,BLACK,90,25,10,5
KIPAN,"('MicroRNA', 'Methylation')",DFI,5,WHITE,BLACK,69,26,8,5
KIPAN,"('MicroRNA', 'Methylation')",DSS,1,WHITE,BLACK,536,41,89,7
KIPAN,"('MicroRNA', 'Methylation')",DSS,2,WHITE,BLACK,427,67,49,9
KIPAN,"('MicroRNA', 'Methylation')",DSS,3,WHITE,BLACK,338,86,31,9
KIPAN,"('MicroRNA', 'Methylation')",DSS,4,WHITE,BLACK,266,101,23,9
KIPAN,"('MicroRNA', 'Methylation')",DSS,5,WHITE,BLACK,189,112,15,10
KIPAN,"('MicroRNA', 'Methylation')",OS,1,WHITE,BLACK,549,55,90,8
KIPAN,"('MicroRNA', 'Methylation')",OS,2,WHITE,BLACK,437,92,50,10
KIPAN,"('MicroRNA', 'Methylation')",OS,3,WHITE,BLACK,344,122,32,12
KIPAN,"('MicroRNA', 'Methylation')",OS,4,WHITE,BLACK,272,143,24,12
KIPAN,"('MicroRNA', 'Methylation')",OS,5,WHITE,BLACK,195,164,15,17
KIPAN,"('MicroRNA', 'Methylation')",PFI,1,WHITE,BLACK,495,93,85,12
KIPAN,"('MicroRNA', 'Methylation')",PFI,2,WHITE,BLACK,378,129,46,18
KIPAN,"('MicroRNA', 'Methylation')",PFI,3,WHITE,BLACK,296,147,29,18
KIPAN,"('MicroRNA', 'Methylation')",PFI,4,WHITE,BLACK,233,159,19,20
KIPAN,"('MicroRNA', 'Methylation')",PFI,5,WHITE,BLACK,166,166,11,21
KIPAN,"('mRNA', 'Methylation')",DFI,2,WHITE,BLACK,145,17,26,5
KIPAN,"('mRNA', 'Methylation')",DFI,3,WHITE,BLACK,111,21,13,5
KIPAN,"('mRNA', 'Methylation')",DFI,4,WHITE,BLACK,91,26,10,5
KIPAN,"('mRNA', 'Methylation')",DFI,5,WHITE,BLACK,70,27,8,5
KIPAN,"('mRNA', 'Methylation')",DSS,1,WHITE,BLACK,549,41,89,7
KIPAN,"('mRNA', 'Methylation')",DSS,2,WHITE,BLACK,437,68,49,9
KIPAN,"('mRNA', 'Methylation')",DSS,3,WHITE,BLACK,347,87,31,9
KIPAN,"('mRNA', 'Methylation')",DSS,4,WHITE,BLACK,272,102,23,9
KIPAN,"('mRNA', 'Methylation')",DSS,5,WHITE,BLACK,195,113,15,10
KIPAN,"('mRNA', 'Methylation')",OS,1,WHITE,BLACK,561,55,90,8
KIPAN,"('mRNA', 'Methylation')",OS,2,WHITE,BLACK,447,93,50,10
KIPAN,"('mRNA', 'Methylation')",OS,3,WHITE,BLACK,353,123,32,12
KIPAN,"('mRNA', 'Methylation')",OS,4,WHITE,BLACK,278,145,24,12
KIPAN,"('mRNA', 'Methylation')",OS,5,WHITE,BLACK,201,166,15,17
KIPAN,"('mRNA', 'Methylation')",PFI,1,WHITE,BLACK,506,94,85,12
KIPAN,"('mRNA', 'Methylation')",PFI,2,WHITE,BLACK,388,130,46,18
KIPAN,"('mRNA', 'Methylation')",PFI,3,WHITE,BLACK,305,148,29,18
KIPAN,"('mRNA', 'Methylation')",PFI,4,WHITE,BLACK,238,161,19,20
KIPAN,"('mRNA', 'Methylation')",PFI,5,WHITE,BLACK,171,168,11,21
KIPAN,"('mRNA', 'MicroRNA')",DFI,2,WHITE,BLACK,151,17,26,5
KIPAN,"('mRNA', 'MicroRNA')",DFI,3,WHITE,BLACK,114,21,13,5
KIPAN,"('mRNA', 'MicroRNA')",DFI,4,WHITE,BLACK,95,25,10,5
KIPAN,"('mRNA', 'MicroRNA')",DFI,5,WHITE,BLACK,72,26,8,5
KIPAN,"('mRNA', 'MicroRNA')",DSS,1,WHITE,BLACK,553,41,89,7
KIPAN,"('mRNA', 'MicroRNA')",DSS,2,WHITE,BLACK,441,68,49,9
KIPAN,"('mRNA', 'MicroRNA')",DSS,3,WHITE,BLACK,349,87,31,9
KIPAN,"('mRNA', 'MicroRNA')",DSS,4,WHITE,BLACK,275,102,23,9
KIPAN,"('mRNA', 'MicroRNA')",DSS,5,WHITE,BLACK,195,113,15,10
KIPAN,"('mRNA', 'MicroRNA')",OS,1,WHITE,BLACK,565,55,90,8
KIPAN,"('mRNA', 'MicroRNA')",OS,2,WHITE,BLACK,451,92,50,10
KIPAN,"('mRNA', 'MicroRNA')",OS,3,WHITE,BLACK,355,122,32,12
KIPAN,"('mRNA', 'MicroRNA')",OS,4,WHITE,BLACK,281,144,24,12
KIPAN,"('mRNA', 'MicroRNA')",OS,5,WHITE,BLACK,201,165,15,17
KIPAN,"('mRNA', 'MicroRNA')",PFI,1,WHITE,BLACK,510,94,85,12
KIPAN,"('mRNA', 'MicroRNA')",PFI,2,WHITE,BLACK,391,131,46,18
KIPAN,"('mRNA', 'MicroRNA')",PFI,3,WHITE,BLACK,306,149,29,18
KIPAN,"('mRNA', 'MicroRNA')",PFI,4,WHITE,BLACK,241,161,19,20
KIPAN,"('mRNA', 'MicroRNA')",PFI,5,WHITE,BLACK,172,168,11,21
KIPAN,"('Protein', 'Methylation')",DFI,1,WHITE,BLACK,150,8,45,5
KIPAN,"('Protein', 'Methylation')",DFI,2,WHITE,BLACK,113,14,23,6
KIPAN,"('Protein', 'Methylation')",DFI,3,WHITE,BLACK,86,18,13,6
KIPAN,"('Protein', 'Methylation')",DFI,4,WHITE,BLACK,69,22,10,6
KIPAN,"('Protein', 'Methylation')",DFI,5,WHITE,BLACK,53,23,8,6
KIPAN,"('Protein', 'Methylation')",DSS,1,WHITE,BLACK,467,39,72,7
KIPAN,"('Protein', 'Methylation')",DSS,2,WHITE,BLACK,379,62,41,9
KIPAN,"('Protein', 'Methylation')",DSS,3,WHITE,BLACK,304,79,30,9
KIPAN,"('Protein', 'Methylation')",DSS,4,WHITE,BLACK,239,94,22,9
KIPAN,"('Protein', 'Methylation')",DSS,5,WHITE,BLACK,171,104,16,10
KIPAN,"('Protein', 'Methylation')",OS,1,WHITE,BLACK,476,53,73,8
KIPAN,"('Protein', 'Methylation')",OS,2,WHITE,BLACK,387,84,42,10
KIPAN,"('Protein', 'Methylation')",OS,3,WHITE,BLACK,308,112,31,12
KIPAN,"('Protein', 'Methylation')",OS,4,WHITE,BLACK,243,133,23,12
KIPAN,"('Protein', 'Methylation')",OS,5,WHITE,BLACK,175,152,16,15
KIPAN,"('Protein', 'Methylation')",PFI,1,WHITE,BLACK,427,87,67,13
KIPAN,"('Protein', 'Methylation')",PFI,2,WHITE,BLACK,330,123,38,18
KIPAN,"('Protein', 'Methylation')",PFI,3,WHITE,BLACK,262,139,27,18
KIPAN,"('Protein', 'Methylation')",PFI,4,WHITE,BLACK,204,151,17,20
KIPAN,"('Protein', 'Methylation')",PFI,5,WHITE,BLACK,145,158,11,21
KIPAN,"('Protein', 'MicroRNA')",DFI,1,WHITE,BLACK,155,8,45,5
KIPAN,"('Protein', 'MicroRNA')",DFI,2,WHITE,BLACK,119,14,23,6
KIPAN,"('Protein', 'MicroRNA')",DFI,3,WHITE,BLACK,90,18,13,6
KIPAN,"('Protein', 'MicroRNA')",DFI,4,WHITE,BLACK,74,21,10,6
KIPAN,"('Protein', 'MicroRNA')",DFI,5,WHITE,BLACK,56,22,8,6
KIPAN,"('Protein', 'MicroRNA')",DSS,1,WHITE,BLACK,471,39,72,7
KIPAN,"('Protein', 'MicroRNA')",DSS,2,WHITE,BLACK,383,62,41,9
KIPAN,"('Protein', 'MicroRNA')",DSS,3,WHITE,BLACK,306,79,30,9
KIPAN,"('Protein', 'MicroRNA')",DSS,4,WHITE,BLACK,243,93,22,9
KIPAN,"('Protein', 'MicroRNA')",DSS,5,WHITE,BLACK,172,103,16,10
KIPAN,"('Protein', 'MicroRNA')",OS,1,WHITE,BLACK,480,53,73,8
KIPAN,"('Protein', 'MicroRNA')",OS,2,WHITE,BLACK,391,83,42,10
KIPAN,"('Protein', 'MicroRNA')",OS,3,WHITE,BLACK,310,111,31,12
KIPAN,"('Protein', 'MicroRNA')",OS,4,WHITE,BLACK,247,132,23,12
KIPAN,"('Protein', 'MicroRNA')",OS,5,WHITE,BLACK,176,151,16,15
KIPAN,"('Protein', 'MicroRNA')",PFI,1,WHITE,BLACK,431,87,67,13
KIPAN,"('Protein', 'MicroRNA')",PFI,2,WHITE,BLACK,334,123,38,18
KIPAN,"('Protein', 'MicroRNA')",PFI,3,WHITE,BLACK,264,139,27,18
KIPAN,"('Protein', 'MicroRNA')",PFI,4,WHITE,BLACK,208,150,17,20
KIPAN,"('Protein', 'MicroRNA')",PFI,5,WHITE,BLACK,147,157,11,21
KIPAN,"('Protein', 'mRNA')",DFI,1,WHITE,BLACK,159,8,46,5
KIPAN,"('Protein', 'mRNA')",DFI,2,WHITE,BLACK,122,14,23,6
KIPAN,"('Protein', 'mRNA')",DFI,3,WHITE,BLACK,92,18,13,6
KIPAN,"('Protein', 'mRNA')",DFI,4,WHITE,BLACK,75,22,10,6
KIPAN,"('Protein', 'mRNA')",DFI,5,WHITE,BLACK,57,23,8,6
KIPAN,"('Protein', 'mRNA')",DSS,1,WHITE,BLACK,500,39,73,7
KIPAN,"('Protein', 'mRNA')",DSS,2,WHITE,BLACK,406,63,41,9
KIPAN,"('Protein', 'mRNA')",DSS,3,WHITE,BLACK,324,81,30,9
KIPAN,"('Protein', 'mRNA')",DSS,4,WHITE,BLACK,255,95,22,9
KIPAN,"('Protein', 'mRNA')",DSS,5,WHITE,BLACK,180,106,16,10
KIPAN,"('Protein', 'mRNA')",OS,1,WHITE,BLACK,509,54,74,8
KIPAN,"('Protein', 'mRNA')",OS,2,WHITE,BLACK,414,87,42,10
KIPAN,"('Protein', 'mRNA')",OS,3,WHITE,BLACK,328,117,31,12
KIPAN,"('Protein', 'mRNA')",OS,4,WHITE,BLACK,259,139,23,12
KIPAN,"('Protein', 'mRNA')",OS,5,WHITE,BLACK,184,159,16,15
KIPAN,"('Protein', 'mRNA')",PFI,1,WHITE,BLACK,456,91,68,13
KIPAN,"('Protein', 'mRNA')",PFI,2,WHITE,BLACK,355,127,38,18
KIPAN,"('Protein', 'mRNA')",PFI,3,WHITE,BLACK,281,143,27,18
KIPAN,"('Protein', 'mRNA')",PFI,4,WHITE,BLACK,218,155,17,20
KIPAN,"('Protein', 'mRNA')",PFI,5,WHITE,BLACK,153,163,11,21
KIRC,"('MicroRNA', 'Methylation')",DSS,5,WHITE,BLACK,119,89,8,5
KIRC,"('MicroRNA', 'Methylation')",OS,2,WHITE,BLACK,285,73,22,5
KIRC,"('MicroRNA', 'Methylation')",OS,3,WHITE,BLACK,232,98,16,7
KIRC,"('MicroRNA', 'Methylation')",OS,4,WHITE,BLACK,178,115,14,7
KIRC,"('MicroRNA', 'Methylation')",OS,5,WHITE,BLACK,122,131,8,10
KIRC,"('MicroRNA', 'Methylation')",PFI,1,WHITE,BLACK,299,70,36,5
KIRC,"('MicroRNA', 'Methylation')",PFI,2,WHITE,BLACK,241,97,20,7
KIRC,"('MicroRNA', 'Methylation')",PFI,3,WHITE,BLACK,198,109,14,7
KIRC,"('MicroRNA', 'Methylation')",PFI,4,WHITE,BLACK,150,118,10,9
KIRC,"('MicroRNA', 'Methylation')",PFI,5,WHITE,BLACK,100,124,5,10
KIRC,"('mRNA', 'Methylation')",DSS,5,WHITE,BLACK,125,90,8,5
KIRC,"('mRNA', 'Methylation')",OS,2,WHITE,BLACK,295,74,22,5
KIRC,"('mRNA', 'Methylation')",OS,3,WHITE,BLACK,241,99,16,7
KIRC,"('mRNA', 'Methylation')",OS,4,WHITE,BLACK,184,117,14,7
KIRC,"('mRNA', 'Methylation')",OS,5,WHITE,BLACK,128,133,8,10
KIRC,"('mRNA', 'Methylation')",PFI,1,WHITE,BLACK,310,71,36,5
KIRC,"('mRNA', 'Methylation')",PFI,2,WHITE,BLACK,251,98,20,7
KIRC,"('mRNA', 'Methylation')",PFI,3,WHITE,BLACK,207,110,14,7
KIRC,"('mRNA', 'Methylation')",PFI,4,WHITE,BLACK,155,120,10,9
KIRC,"('mRNA', 'Methylation')",PFI,5,WHITE,BLACK,105,126,5,10
KIRC,"('mRNA', 'MicroRNA')",DSS,5,WHITE,BLACK,120,89,8,5
KIRC,"('mRNA', 'MicroRNA')",OS,2,WHITE,BLACK,289,72,22,5
KIRC,"('mRNA', 'MicroRNA')",OS,3,WHITE,BLACK,236,97,16,7
KIRC,"('mRNA', 'MicroRNA')",OS,4,WHITE,BLACK,180,115,14,7
KIRC,"('mRNA', 'MicroRNA')",OS,5,WHITE,BLACK,123,131,8,10
KIRC,"('mRNA', 'MicroRNA')",PFI,1,WHITE,BLACK,304,70,36,5
KIRC,"('mRNA', 'MicroRNA')",PFI,2,WHITE,BLACK,244,98,20,7
KIRC,"('mRNA', 'MicroRNA')",PFI,3,WHITE,BLACK,201,110,14,7
KIRC,"('mRNA', 'MicroRNA')",PFI,4,WHITE,BLACK,151,119,10,9
KIRC,"('mRNA', 'MicroRNA')",PFI,5,WHITE,BLACK,101,125,5,10
KIRC,"('Protein', 'Methylation')",DSS,5,WHITE,BLACK,109,87,8,5
KIRC,"('Protein', 'Methylation')",OS,2,WHITE,BLACK,265,71,21,5
KIRC,"('Protein', 'Methylation')",OS,3,WHITE,BLACK,215,94,16,7
KIRC,"('Protein', 'Methylation')",OS,4,WHITE,BLACK,164,112,14,7
KIRC,"('Protein', 'Methylation')",OS,5,WHITE,BLACK,112,127,8,10
KIRC,"('Protein', 'Methylation')",PFI,1,WHITE,BLACK,278,69,31,5
KIRC,"('Protein', 'Methylation')",PFI,2,WHITE,BLACK,222,97,19,7
KIRC,"('Protein', 'Methylation')",PFI,3,WHITE,BLACK,181,108,14,7
KIRC,"('Protein', 'Methylation')",PFI,4,WHITE,BLACK,136,118,10,9
KIRC,"('Protein', 'Methylation')",PFI,5,WHITE,BLACK,89,124,5,10
KIRC,"('Protein', 'MicroRNA')",DSS,5,WHITE,BLACK,105,85,8,5
KIRC,"('Protein', 'MicroRNA')",OS,2,WHITE,BLACK,260,69,21,5
KIRC,"('Protein', 'MicroRNA')",OS,3,WHITE,BLACK,210,92,16,7
KIRC,"('Protein', 'MicroRNA')",OS,4,WHITE,BLACK,161,110,14,7
KIRC,"('Protein', 'MicroRNA')",OS,5,WHITE,BLACK,108,125,8,10
KIRC,"('Protein', 'MicroRNA')",PFI,1,WHITE,BLACK,273,68,31,5
KIRC,"('Protein', 'MicroRNA')",PFI,2,WHITE,BLACK,217,96,19,7
KIRC,"('Protein', 'MicroRNA')",PFI,3,WHITE,BLACK,176,107,14,7
KIRC,"('Protein', 'MicroRNA')",PFI,4,WHITE,BLACK,133,116,10,9
KIRC,"('Protein', 'MicroRNA')",PFI,5,WHITE,BLACK,86,122,5,10
KIRC,"('Protein', 'mRNA')",DSS,5,WHITE,BLACK,113,87,8,5
KIRC,"('Protein', 'mRNA')",OS,2,WHITE,BLACK,280,73,21,5
KIRC,"('Protein', 'mRNA')",OS,3,WHITE,BLACK,226,98,16,7
KIRC,"('Protein', 'mRNA')",OS,4,WHITE,BLACK,172,116,14,7
KIRC,"('Protein', 'mRNA')",OS,5,WHITE,BLACK,116,131,8,10
KIRC,"('Protein', 'mRNA')",PFI,1,WHITE,BLACK,295,71,32,5
KIRC,"('Protein', 'mRNA')",PFI,2,WHITE,BLACK,235,99,19,7
KIRC,"('Protein', 'mRNA')",PFI,3,WHITE,BLACK,191,110,14,7
KIRC,"('Protein', 'mRNA')",PFI,4,WHITE,BLACK,142,120,10,9
KIRC,"('Protein', 'mRNA')",PFI,5,WHITE,BLACK,92,126,5,10
KIRP,"('MicroRNA', 'Methylation')",DSS,2,WHITE,BLACK,101,14,25,5
KIRP,"('MicroRNA', 'Methylation')",DSS,3,WHITE,BLACK,69,14,13,5
KIRP,"('MicroRNA', 'Methylation')",DSS,4,WHITE,BLACK,53,17,9,5
KIRP,"('MicroRNA', 'Methylation')",DSS,5,WHITE,BLACK,37,18,6,5
KIRP,"('MicroRNA', 'Methylation')",OS,2,WHITE,BLACK,105,16,25,5
KIRP,"('MicroRNA', 'Methylation')",OS,3,WHITE,BLACK,72,19,13,5
KIRP,"('MicroRNA', 'Methylation')",OS,4,WHITE,BLACK,56,22,9,5
KIRP,"('MicroRNA', 'Methylation')",OS,5,WHITE,BLACK,40,26,6,7
KIRP,"('MicroRNA', 'Methylation')",PFI,1,WHITE,BLACK,149,19,45,7
KIRP,"('MicroRNA', 'Methylation')",PFI,2,WHITE,BLACK,93,27,23,11
KIRP,"('MicroRNA', 'Methylation')",PFI,3,WHITE,BLACK,60,31,12,11
KIRP,"('MicroRNA', 'Methylation')",PFI,4,WHITE,BLACK,46,34,8,11
KIRP,"('MicroRNA', 'Methylation')",PFI,5,WHITE,BLACK,33,35,5,11
KIRP,"('mRNA', 'Methylation')",DSS,2,WHITE,BLACK,101,14,25,5
KIRP,"('mRNA', 'Methylation')",DSS,3,WHITE,BLACK,69,14,13,5
KIRP,"('mRNA', 'Methylation')",DSS,4,WHITE,BLACK,53,17,9,5
KIRP,"('mRNA', 'Methylation')",DSS,5,WHITE,BLACK,37,18,6,5
KIRP,"('mRNA', 'Methylation')",OS,2,WHITE,BLACK,105,16,25,5
KIRP,"('mRNA', 'Methylation')",OS,3,WHITE,BLACK,72,19,13,5
KIRP,"('mRNA', 'Methylation')",OS,4,WHITE,BLACK,56,22,9,5
KIRP,"('mRNA', 'Methylation')",OS,5,WHITE,BLACK,40,26,6,7
KIRP,"('mRNA', 'Methylation')",PFI,1,WHITE,BLACK,149,19,45,7
KIRP,"('mRNA', 'Methylation')",PFI,2,WHITE,BLACK,93,27,23,11
KIRP,"('mRNA', 'Methylation')",PFI,3,WHITE,BLACK,60,31,12,11
KIRP,"('mRNA', 'Methylation')",PFI,4,WHITE,BLACK,46,34,8,11
KIRP,"('mRNA', 'Methylation')",PFI,5,WHITE,BLACK,33,35,5,11
KIRP,"('mRNA', 'MicroRNA')",DSS,2,WHITE,BLACK,111,15,25,5
KIRP,"('mRNA', 'MicroRNA')",DSS,3,WHITE,BLACK,76,15,13,5
KIRP,"('mRNA', 'MicroRNA')",DSS,4,WHITE,BLACK,60,18,9,5
KIRP,"('mRNA', 'MicroRNA')",DSS,5,WHITE,BLACK,42,19,6,5
KIRP,"('mRNA', 'MicroRNA')",OS,2,WHITE,BLACK,115,17,25,5
KIRP,"('mRNA', 'MicroRNA')",OS,3,WHITE,BLACK,79,20,13,5
KIRP,"('mRNA', 'MicroRNA')",OS,4,WHITE,BLACK,63,23,9,5
KIRP,"('mRNA', 'MicroRNA')",OS,5,WHITE,BLACK,45,27,6,7
KIRP,"('mRNA', 'MicroRNA')",PFI,1,WHITE,BLACK,159,20,45,7
KIRP,"('mRNA', 'MicroRNA')",PFI,2,WHITE,BLACK,103,28,23,11
KIRP,"('mRNA', 'MicroRNA')",PFI,3,WHITE,BLACK,67,32,12,11
KIRP,"('mRNA', 'MicroRNA')",PFI,4,WHITE,BLACK,53,35,8,11
KIRP,"('mRNA', 'MicroRNA')",PFI,5,WHITE,BLACK,38,36,5,11
KIRP,"('Protein', 'Methylation')",DFI,2,WHITE,BLACK,41,9,13,5
KIRP,"('Protein', 'Methylation')",DFI,3,WHITE,BLACK,29,10,7,5
KIRP,"('Protein', 'Methylation')",DFI,4,WHITE,BLACK,19,12,5,5
KIRP,"('Protein', 'Methylation')",DFI,5,WHITE,BLACK,14,12,5,5
KIRP,"('Protein', 'Methylation')",DSS,2,WHITE,BLACK,76,9,18,5
KIRP,"('Protein', 'Methylation')",DSS,3,WHITE,BLACK,54,9,12,5
KIRP,"('Protein', 'Methylation')",DSS,4,WHITE,BLACK,41,12,8,5
KIRP,"('Protein', 'Methylation')",DSS,5,WHITE,BLACK,29,13,7,5
KIRP,"('Protein', 'Methylation')",OS,2,WHITE,BLACK,78,10,18,5
KIRP,"('Protein', 'Methylation')",OS,3,WHITE,BLACK,55,13,12,5
KIRP,"('Protein', 'Methylation')",OS,4,WHITE,BLACK,42,16,8,5
KIRP,"('Protein', 'Methylation')",OS,5,WHITE,BLACK,30,19,7,5
KIRP,"('Protein', 'Methylation')",PFI,1,WHITE,BLACK,105,14,32,8
KIRP,"('Protein', 'Methylation')",PFI,2,WHITE,BLACK,67,21,16,11
KIRP,"('Protein', 'Methylation')",PFI,3,WHITE,BLACK,44,25,10,11
KIRP,"('Protein', 'Methylation')",PFI,4,WHITE,BLACK,32,27,6,11
KIRP,"('Protein', 'Methylation')",PFI,5,WHITE,BLACK,23,28,5,11
KIRP,"('Protein', 'MicroRNA')",DFI,2,WHITE,BLACK,48,9,13,5
KIRP,"('Protein', 'MicroRNA')",DFI,3,WHITE,BLACK,34,10,7,5
KIRP,"('Protein', 'MicroRNA')",DFI,4,WHITE,BLACK,24,12,5,5
KIRP,"('Protein', 'MicroRNA')",DFI,5,WHITE,BLACK,17,12,5,5
KIRP,"('Protein', 'MicroRNA')",DSS,2,WHITE,BLACK,85,10,18,5
KIRP,"('Protein', 'MicroRNA')",DSS,3,WHITE,BLACK,61,10,12,5
KIRP,"('Protein', 'MicroRNA')",DSS,4,WHITE,BLACK,48,13,8,5
KIRP,"('Protein', 'MicroRNA')",DSS,5,WHITE,BLACK,34,14,7,5
KIRP,"('Protein', 'MicroRNA')",OS,2,WHITE,BLACK,87,11,18,5
KIRP,"('Protein', 'MicroRNA')",OS,3,WHITE,BLACK,62,14,12,5
KIRP,"('Protein', 'MicroRNA')",OS,4,WHITE,BLACK,49,17,8,5
KIRP,"('Protein', 'MicroRNA')",OS,5,WHITE,BLACK,35,20,7,5
KIRP,"('Protein', 'MicroRNA')",PFI,1,WHITE,BLACK,114,15,32,8
KIRP,"('Protein', 'MicroRNA')",PFI,2,WHITE,BLACK,76,22,16,11
KIRP,"('Protein', 'MicroRNA')",PFI,3,WHITE,BLACK,51,26,10,11
KIRP,"('Protein', 'MicroRNA')",PFI,4,WHITE,BLACK,39,28,6,11
KIRP,"('Protein', 'MicroRNA')",PFI,5,WHITE,BLACK,28,29,5,11
KIRP,"('Protein', 'mRNA')",DFI,2,WHITE,BLACK,49,9,13,5
KIRP,"('Protein', 'mRNA')",DFI,3,WHITE,BLACK,34,10,7,5
KIRP,"('Protein', 'mRNA')",DFI,4,WHITE,BLACK,24,12,5,5
KIRP,"('Protein', 'mRNA')",DFI,5,WHITE,BLACK,17,12,5,5
KIRP,"('Protein', 'mRNA')",DSS,2,WHITE,BLACK,88,10,18,5
KIRP,"('Protein', 'mRNA')",DSS,3,WHITE,BLACK,63,10,12,5
KIRP,"('Protein', 'mRNA')",DSS,4,WHITE,BLACK,49,13,8,5
KIRP,"('Protein', 'mRNA')",DSS,5,WHITE,BLACK,34,15,7,5
KIRP,"('Protein', 'mRNA')",OS,2,WHITE,BLACK,90,11,18,5
KIRP,"('Protein', 'mRNA')",OS,3,WHITE,BLACK,64,14,12,5
KIRP,"('Protein', 'mRNA')",OS,4,WHITE,BLACK,50,18,8,5
KIRP,"('Protein', 'mRNA')",OS,5,WHITE,BLACK,35,22,7,5
KIRP,"('Protein', 'mRNA')",PFI,1,WHITE,BLACK,117,16,32,8
KIRP,"('Protein', 'mRNA')",PFI,2,WHITE,BLACK,79,23,16,11
KIRP,"('Protein', 'mRNA')",PFI,3,WHITE,BLACK,53,27,10,11
KIRP,"('Protein', 'mRNA')",PFI,4,WHITE,BLACK,40,29,6,11
KIRP,"('Protein', 'mRNA')",PFI,5,WHITE,BLACK,28,31,5,11
LGG,"('MicroRNA', 'Methylation')",PFI,2,WHITE,BLACK,164,116,10,9
LGG,"('mRNA', 'Methylation')",PFI,2,WHITE,BLACK,165,116,10,9
LGG,"('mRNA', 'MicroRNA')",PFI,2,WHITE,BLACK,166,116,10,9
LGG,"('Protein', 'Methylation')",PFI,2,WHITE,BLACK,134,92,8,8
LGG,"('Protein', 'MicroRNA')",PFI,2,WHITE,BLACK,133,92,8,8
LGG,"('Protein', 'mRNA')",PFI,2,WHITE,BLACK,134,92,8,8
LUAD,"('MicroRNA', 'Methylation')",DFI,2,WHITE,BLACK,84,53,14,6
LUAD,"('MicroRNA', 'Methylation')",DFI,3,WHITE,BLACK,58,60,8,8
LUAD,"('MicroRNA', 'Methylation')",DFI,4,WHITE,BLACK,33,65,5,9
LUAD,"('MicroRNA', 'Methylation')",DFI,5,WHITE,BLACK,22,65,5,9
LUAD,"('MicroRNA', 'Methylation')",DSS,1,WHITE,BLACK,283,21,43,5
LUAD,"('MicroRNA', 'Methylation')",DSS,2,WHITE,BLACK,151,46,21,11
LUAD,"('MicroRNA', 'Methylation')",DSS,3,WHITE,BLACK,90,67,12,13
LUAD,"('MicroRNA', 'Methylation')",DSS,4,WHITE,BLACK,50,75,8,15
LUAD,"('MicroRNA', 'Methylation')",DSS,5,WHITE,BLACK,30,81,8,15
LUAD,"('MicroRNA', 'Methylation')",OS,1,WHITE,BLACK,298,37,44,6
LUAD,"('MicroRNA', 'Methylation')",OS,2,WHITE,BLACK,162,75,22,13
LUAD,"('MicroRNA', 'Methylation')",OS,3,WHITE,BLACK,98,101,13,15
LUAD,"('MicroRNA', 'Methylation')",OS,4,WHITE,BLACK,54,117,8,18
LUAD,"('MicroRNA', 'Methylation')",OS,5,WHITE,BLACK,33,130,8,18
LUAD,"('MicroRNA', 'Methylation')",PFI,1,WHITE,BLACK,256,65,43,6
LUAD,"('MicroRNA', 'Methylation')",PFI,2,WHITE,BLACK,114,119,18,17
LUAD,"('MicroRNA', 'Methylation')",PFI,3,WHITE,BLACK,70,140,10,20
LUAD,"('MicroRNA', 'Methylation')",PFI,4,WHITE,BLACK,37,148,5,23
LUAD,"('MicroRNA', 'Methylation')",PFI,5,WHITE,BLACK,24,150,5,23
LUAD,"('mRNA', 'Methylation')",DFI,2,WHITE,BLACK,84,52,14,6
LUAD,"('mRNA', 'Methylation')",DFI,3,WHITE,BLACK,58,59,8,8
LUAD,"('mRNA', 'Methylation')",DFI,4,WHITE,BLACK,33,64,5,9
LUAD,"('mRNA', 'Methylation')",DFI,5,WHITE,BLACK,22,64,5,9
LUAD,"('mRNA', 'Methylation')",DSS,1,WHITE,BLACK,283,23,43,5
