Cancer Type,Feature Type,Clinical Outcome Endpoint,Event Time Threshold (Year),Source Group,Target Group,EA-Positive,EA-Negative,DDP-Positive,DDP-Negative
STAD,"('Protein', 'MicroRNA')",DFI,1,WHITE,ASIAN,99,8,30,13
STAD,"('Protein', 'MicroRNA')",DFI,2,WHITE,ASIAN,48,20,7,13
STAD,"('Protein', 'MicroRNA')",DSS,1,WHITE,ASIAN,146,16,41,10
STAD,"('Protein', 'MicroRNA')",DSS,2,WHITE,ASIAN,68,37,10,12
STAD,"('Protein', 'MicroRNA')",OS,1,WHITE,ASIAN,150,50,41,16
STAD,"('Protein', 'MicroRNA')",OS,2,WHITE,ASIAN,69,81,10,19
STAD,"('Protein', 'MicroRNA')",PFI,1,WHITE,ASIAN,132,38,35,15
STAD,"('Protein', 'MicroRNA')",PFI,2,WHITE,ASIAN,59,64,9,17
STAD,"('Protein', 'mRNA')",DFI,1,WHITE,ASIAN,96,8,30,13
STAD,"('Protein', 'mRNA')",DFI,2,WHITE,ASIAN,46,20,8,13
STAD,"('Protein', 'mRNA')",DSS,1,WHITE,ASIAN,144,16,41,11
STAD,"('Protein', 'mRNA')",DSS,2,WHITE,ASIAN,66,38,11,13
STAD,"('Protein', 'mRNA')",OS,1,WHITE,ASIAN,147,45,41,17
STAD,"('Protein', 'mRNA')",OS,2,WHITE,ASIAN,67,76,11,20
STAD,"('Protein', 'mRNA')",PFI,1,WHITE,ASIAN,129,38,35,16
STAD,"('Protein', 'mRNA')",PFI,2,WHITE,ASIAN,57,65,10,18
STES,"('MicroRNA', 'Methylation')",DFI,1,WHITE,ASIAN,139,11,57,32
STES,"('MicroRNA', 'Methylation')",DFI,2,WHITE,ASIAN,66,26,12,35
STES,"('MicroRNA', 'Methylation')",DSS,1,WHITE,ASIAN,208,34,89,16
STES,"('MicroRNA', 'Methylation')",DSS,2,WHITE,ASIAN,93,65,19,19
STES,"('MicroRNA', 'Methylation')",OS,1,WHITE,ASIAN,213,74,90,25
STES,"('MicroRNA', 'Methylation')",OS,2,WHITE,ASIAN,95,118,19,30
STES,"('MicroRNA', 'Methylation')",PFI,1,WHITE,ASIAN,184,71,67,38
STES,"('MicroRNA', 'Methylation')",PFI,2,WHITE,ASIAN,80,106,15,46
STES,"('mRNA', 'Methylation')",DFI,1,WHITE,ASIAN,137,11,57,32
STES,"('mRNA', 'Methylation')",DFI,2,WHITE,ASIAN,64,26,13,35
STES,"('mRNA', 'Methylation')",DSS,1,WHITE,ASIAN,206,32,89,16
STES,"('mRNA', 'Methylation')",DSS,2,WHITE,ASIAN,91,63,20,19
STES,"('mRNA', 'Methylation')",OS,1,WHITE,ASIAN,211,67,90,25
STES,"('mRNA', 'Methylation')",OS,2,WHITE,ASIAN,93,111,20,30
STES,"('mRNA', 'Methylation')",PFI,1,WHITE,ASIAN,182,68,67,38
STES,"('mRNA', 'Methylation')",PFI,2,WHITE,ASIAN,78,103,16,46
STES,"('mRNA', 'MicroRNA')",DFI,1,WHITE,ASIAN,144,11,55,32
STES,"('mRNA', 'MicroRNA')",DFI,2,WHITE,ASIAN,70,26,12,35
STES,"('mRNA', 'MicroRNA')",DSS,1,WHITE,ASIAN,237,39,87,17
STES,"('mRNA', 'MicroRNA')",DSS,2,WHITE,ASIAN,110,77,19,20
STES,"('mRNA', 'MicroRNA')",OS,1,WHITE,ASIAN,243,82,88,26
STES,"('mRNA', 'MicroRNA')",OS,2,WHITE,ASIAN,112,134,19,31
STES,"('mRNA', 'MicroRNA')",PFI,1,WHITE,ASIAN,208,82,65,39
STES,"('mRNA', 'MicroRNA')",PFI,2,WHITE,ASIAN,95,123,15,47
STES,"('Protein', 'Methylation')",DFI,1,WHITE,ASIAN,112,8,48,30
STES,"('Protein', 'Methylation')",DFI,2,WHITE,ASIAN,54,21,8,31
STES,"('Protein', 'Methylation')",DSS,1,WHITE,ASIAN,167,20,76,13
STES,"('Protein', 'Methylation')",DSS,2,WHITE,ASIAN,75,44,13,15
STES,"('Protein', 'Methylation')",OS,1,WHITE,ASIAN,172,58,76,22
STES,"('Protein', 'Methylation')",OS,2,WHITE,ASIAN,77,94,13,26
STES,"('Protein', 'Methylation')",PFI,1,WHITE,ASIAN,150,47,55,33
STES,"('Protein', 'Methylation')",PFI,2,WHITE,ASIAN,66,77,10,37
STES,"('Protein', 'MicroRNA')",DFI,1,WHITE,ASIAN,119,8,46,30
STES,"('Protein', 'MicroRNA')",DFI,2,WHITE,ASIAN,59,21,7,31
STES,"('Protein', 'MicroRNA')",DSS,1,WHITE,ASIAN,191,24,74,13
STES,"('Protein', 'MicroRNA')",DSS,2,WHITE,ASIAN,91,50,12,15
STES,"('Protein', 'MicroRNA')",OS,1,WHITE,ASIAN,197,68,74,22
STES,"('Protein', 'MicroRNA')",OS,2,WHITE,ASIAN,93,107,12,26
STES,"('Protein', 'MicroRNA')",PFI,1,WHITE,ASIAN,171,55,53,33
STES,"('Protein', 'MicroRNA')",PFI,2,WHITE,ASIAN,80,88,9,37
STES,"('Protein', 'mRNA')",DFI,1,WHITE,ASIAN,116,9,47,30
STES,"('Protein', 'mRNA')",DFI,2,WHITE,ASIAN,57,22,8,31
STES,"('Protein', 'mRNA')",DSS,1,WHITE,ASIAN,190,24,75,14
STES,"('Protein', 'mRNA')",DSS,2,WHITE,ASIAN,89,51,13,16
STES,"('Protein', 'mRNA')",OS,1,WHITE,ASIAN,195,63,75,23
STES,"('Protein', 'mRNA')",OS,2,WHITE,ASIAN,91,102,13,27
STES,"('Protein', 'mRNA')",PFI,1,WHITE,ASIAN,168,56,54,34
STES,"('Protein', 'mRNA')",PFI,2,WHITE,ASIAN,78,90,10,38
CESC,"('MicroRNA', 'Methylation')",DSS,1,WHITE,NAT_A,136,6,25,6
CESC,"('MicroRNA', 'Methylation')",DSS,2,WHITE,NAT_A,87,16,10,9
CESC,"('MicroRNA', 'Methylation')",OS,1,WHITE,NAT_A,138,9,25,6
CESC,"('MicroRNA', 'Methylation')",OS,2,WHITE,NAT_A,89,21,10,9
CESC,"('MicroRNA', 'Methylation')",PFI,1,WHITE,NAT_A,131,14,24,7
CESC,"('MicroRNA', 'Methylation')",PFI,2,WHITE,NAT_A,79,29,8,12
CESC,"('mRNA', 'Methylation')",DSS,1,WHITE,NAT_A,134,6,25,6
CESC,"('mRNA', 'Methylation')",DSS,2,WHITE,NAT_A,86,16,10,9
CESC,"('mRNA', 'Methylation')",OS,1,WHITE,NAT_A,136,9,25,6
CESC,"('mRNA', 'Methylation')",OS,2,WHITE,NAT_A,88,21,10,9
CESC,"('mRNA', 'Methylation')",PFI,1,WHITE,NAT_A,129,14,24,7
CESC,"('mRNA', 'Methylation')",PFI,2,WHITE,NAT_A,78,29,8,12
CESC,"('mRNA', 'MicroRNA')",DFI,2,WHITE,NAT_A,67,10,11,5
CESC,"('mRNA', 'MicroRNA')",DFI,3,WHITE,NAT_A,46,13,7,5
CESC,"('mRNA', 'MicroRNA')",DSS,1,WHITE,NAT_A,139,6,42,8
CESC,"('mRNA', 'MicroRNA')",DSS,2,WHITE,NAT_A,91,16,21,14
CESC,"('mRNA', 'MicroRNA')",DSS,3,WHITE,NAT_A,64,23,11,16
CESC,"('mRNA', 'MicroRNA')",OS,1,WHITE,NAT_A,142,9,42,8
CESC,"('mRNA', 'MicroRNA')",OS,2,WHITE,NAT_A,94,21,21,14
CESC,"('mRNA', 'MicroRNA')",OS,3,WHITE,NAT_A,65,30,11,17
CESC,"('mRNA', 'MicroRNA')",PFI,1,WHITE,NAT_A,135,14,39,11
CESC,"('mRNA', 'MicroRNA')",PFI,2,WHITE,NAT_A,83,30,18,18
CESC,"('mRNA', 'MicroRNA')",PFI,3,WHITE,NAT_A,58,34,10,20
GBMLGG,"('mRNA', 'Methylation')",PFI,1,WHITE,NAT_A,329,133,12,5
GBMLGG,"('mRNA', 'Methylation')",PFI,2,WHITE,NAT_A,174,200,6,6
GBMLGG,"('Protein', 'Methylation')",PFI,1,WHITE,NAT_A,284,147,12,5
GBMLGG,"('Protein', 'Methylation')",PFI,2,WHITE,NAT_A,148,208,5,7
GBMLGG,"('Protein', 'mRNA')",PFI,1,WHITE,NAT_A,267,98,15,5
GBMLGG,"('Protein', 'mRNA')",PFI,2,WHITE,NAT_A,141,149,7,6
HNSC,"('MicroRNA', 'Methylation')",OS,1,WHITE,NAT_A,332,66,9,6
HNSC,"('MicroRNA', 'Methylation')",OS,2,WHITE,NAT_A,200,121,6,9
HNSC,"('MicroRNA', 'Methylation')",OS,3,WHITE,NAT_A,126,142,6,9
HNSC,"('MicroRNA', 'Methylation')",OS,4,WHITE,NAT_A,81,149,5,9
HNSC,"('mRNA', 'Methylation')",OS,1,WHITE,NAT_A,332,63,10,6
HNSC,"('mRNA', 'Methylation')",OS,2,WHITE,NAT_A,200,118,6,9
HNSC,"('mRNA', 'Methylation')",OS,3,WHITE,NAT_A,126,139,6,9
HNSC,"('mRNA', 'Methylation')",OS,4,WHITE,NAT_A,81,146,5,9
HNSC,"('mRNA', 'MicroRNA')",DSS,2,WHITE,NAT_A,195,81,9,5
HNSC,"('mRNA', 'MicroRNA')",DSS,3,WHITE,NAT_A,121,93,8,5
HNSC,"('mRNA', 'MicroRNA')",DSS,4,WHITE,NAT_A,76,96,7,5
HNSC,"('mRNA', 'MicroRNA')",DSS,5,WHITE,NAT_A,41,101,5,5
HNSC,"('mRNA', 'MicroRNA')",OS,1,WHITE,NAT_A,336,63,16,6
HNSC,"('mRNA', 'MicroRNA')",OS,2,WHITE,NAT_A,202,120,9,12
HNSC,"('mRNA', 'MicroRNA')",OS,3,WHITE,NAT_A,125,141,8,13
HNSC,"('mRNA', 'MicroRNA')",OS,4,WHITE,NAT_A,80,148,7,13
HNSC,"('mRNA', 'MicroRNA')",OS,5,WHITE,NAT_A,44,155,5,14
HNSC,"('mRNA', 'MicroRNA')",PFI,2,WHITE,NAT_A,179,134,9,5
HNSC,"('mRNA', 'MicroRNA')",PFI,3,WHITE,NAT_A,113,143,8,5
HNSC,"('mRNA', 'MicroRNA')",PFI,4,WHITE,NAT_A,70,149,7,5
KIPAN,"('MicroRNA', 'Methylation')",PFI,5,WHITE,NAT_A,166,166,10,5
KIPAN,"('mRNA', 'Methylation')",PFI,5,WHITE,NAT_A,171,168,11,5
KIPAN,"('mRNA', 'MicroRNA')",PFI,5,WHITE,NAT_A,172,168,11,5
LIHC,"('MicroRNA', 'Methylation')",PFI,1,WHITE,NAT_A,81,49,8,5
LIHC,"('mRNA', 'Methylation')",PFI,1,WHITE,NAT_A,82,49,8,5
LIHC,"('mRNA', 'MicroRNA')",PFI,1,WHITE,NAT_A,82,50,10,5
LIHC,"('mRNA', 'MicroRNA')",PFI,2,WHITE,NAT_A,36,77,5,6
PanGI,"('MicroRNA', 'Methylation')",DSS,2,WHITE,NAT_A,225,83,8,10
PanGI,"('MicroRNA', 'Methylation')",DSS,3,WHITE,NAT_A,116,94,8,10
PanGI,"('MicroRNA', 'Methylation')",OS,1,WHITE,NAT_A,440,99,17,7
PanGI,"('MicroRNA', 'Methylation')",OS,2,WHITE,NAT_A,241,153,8,13
PanGI,"('MicroRNA', 'Methylation')",OS,3,WHITE,NAT_A,125,178,8,13
PanGI,"('MicroRNA', 'Methylation')",PFI,1,WHITE,NAT_A,390,106,14,8
PanGI,"('MicroRNA', 'Methylation')",PFI,2,WHITE,NAT_A,200,165,8,11
PanGI,"('MicroRNA', 'Methylation')",PFI,3,WHITE,NAT_A,97,181,6,13
PanGI,"('mRNA', 'Methylation')",DSS,2,WHITE,NAT_A,223,81,7,10
PanGI,"('mRNA', 'Methylation')",DSS,3,WHITE,NAT_A,116,92,7,10
PanGI,"('mRNA', 'Methylation')",OS,1,WHITE,NAT_A,438,92,16,7
PanGI,"('mRNA', 'Methylation')",OS,2,WHITE,NAT_A,239,146,7,13
PanGI,"('mRNA', 'Methylation')",OS,3,WHITE,NAT_A,125,171,7,13
PanGI,"('mRNA', 'Methylation')",PFI,1,WHITE,NAT_A,388,103,13,8
PanGI,"('mRNA', 'Methylation')",PFI,2,WHITE,NAT_A,198,162,7,11
PanGI,"('mRNA', 'Methylation')",PFI,3,WHITE,NAT_A,97,176,5,13
PanGI,"('mRNA', 'MicroRNA')",DSS,1,WHITE,NAT_A,583,76,24,6
PanGI,"('mRNA', 'MicroRNA')",DSS,2,WHITE,NAT_A,328,126,11,15
PanGI,"('mRNA', 'MicroRNA')",DSS,3,WHITE,NAT_A,167,140,10,16
PanGI,"('mRNA', 'MicroRNA')",OS,1,WHITE,NAT_A,606,132,24,10
PanGI,"('mRNA', 'MicroRNA')",OS,2,WHITE,NAT_A,344,203,11,19
PanGI,"('mRNA', 'MicroRNA')",OS,3,WHITE,NAT_A,176,232,10,20
PanGI,"('mRNA', 'MicroRNA')",PFI,1,WHITE,NAT_A,545,147,21,10
PanGI,"('mRNA', 'MicroRNA')",PFI,2,WHITE,NAT_A,294,223,10,17
PanGI,"('mRNA', 'MicroRNA')",PFI,3,WHITE,NAT_A,142,244,6,21
PanGI,"('Protein', 'Methylation')",OS,1,WHITE,NAT_A,360,79,11,5
PanGI,"('Protein', 'Methylation')",PFI,1,WHITE,NAT_A,323,74,9,6
PanGI,"('Protein', 'MicroRNA')",DSS,2,WHITE,NAT_A,254,90,5,10
PanGI,"('Protein', 'MicroRNA')",DSS,3,WHITE,NAT_A,123,103,5,10
PanGI,"('Protein', 'MicroRNA')",OS,1,WHITE,NAT_A,479,108,14,7
PanGI,"('Protein', 'MicroRNA')",OS,2,WHITE,NAT_A,269,164,5,13
PanGI,"('Protein', 'MicroRNA')",OS,3,WHITE,NAT_A,132,190,5,13
PanGI,"('Protein', 'MicroRNA')",PFI,1,WHITE,NAT_A,433,106,12,7
PanGI,"('Protein', 'mRNA')",OS,1,WHITE,NAT_A,504,105,13,7
PanGI,"('Protein', 'mRNA')",PFI,1,WHITE,NAT_A,454,111,11,7
PanGyn,"('MicroRNA', 'Methylation')",DFI,2,WHITE,NAT_A,305,142,11,8
PanGyn,"('MicroRNA', 'Methylation')",DFI,3,WHITE,NAT_A,201,176,5,8
PanGyn,"('MicroRNA', 'Methylation')",DSS,1,WHITE,NAT_A,757,44,38,8
PanGyn,"('MicroRNA', 'Methylation')",DSS,2,WHITE,NAT_A,548,114,19,13
PanGyn,"('MicroRNA', 'Methylation')",DSS,3,WHITE,NAT_A,389,173,10,14
PanGyn,"('MicroRNA', 'Methylation')",DSS,4,WHITE,NAT_A,282,224,6,14
PanGyn,"('MicroRNA', 'Methylation')",OS,1,WHITE,NAT_A,782,64,40,8
PanGyn,"('MicroRNA', 'Methylation')",OS,2,WHITE,NAT_A,567,146,21,13
PanGyn,"('MicroRNA', 'Methylation')",OS,3,WHITE,NAT_A,403,215,11,15
PanGyn,"('MicroRNA', 'Methylation')",OS,4,WHITE,NAT_A,286,280,7,15
PanGyn,"('MicroRNA', 'Methylation')",PFI,1,WHITE,NAT_A,663,167,36,12
PanGyn,"('MicroRNA', 'Methylation')",PFI,2,WHITE,NAT_A,386,327,14,21
PanGyn,"('MicroRNA', 'Methylation')",PFI,3,WHITE,NAT_A,246,384,6,23
PanGyn,"('mRNA', 'Methylation')",DFI,2,WHITE,NAT_A,275,99,11,6
PanGyn,"('mRNA', 'Methylation')",DFI,3,WHITE,NAT_A,182,123,5,6
PanGyn,"('mRNA', 'Methylation')",DSS,1,WHITE,NAT_A,633,36,35,7
PanGyn,"('mRNA', 'Methylation')",DSS,2,WHITE,NAT_A,445,91,17,11
PanGyn,"('mRNA', 'Methylation')",DSS,3,WHITE,NAT_A,303,137,8,12
PanGyn,"('mRNA', 'Methylation')",OS,1,WHITE,NAT_A,655,54,36,7
PanGyn,"('mRNA', 'Methylation')",OS,2,WHITE,NAT_A,461,122,18,11
PanGyn,"('mRNA', 'Methylation')",OS,3,WHITE,NAT_A,314,178,9,12
PanGyn,"('mRNA', 'Methylation')",OS,4,WHITE,NAT_A,224,217,5,12
PanGyn,"('mRNA', 'Methylation')",PFI,1,WHITE,NAT_A,567,128,35,8
PanGyn,"('mRNA', 'Methylation')",PFI,2,WHITE,NAT_A,337,244,14,16
PanGyn,"('mRNA', 'Methylation')",PFI,3,WHITE,NAT_A,218,281,6,18
PanGyn,"('mRNA', 'MicroRNA')",DFI,2,WHITE,NAT_A,289,100,19,7
PanGyn,"('mRNA', 'MicroRNA')",DFI,3,WHITE,NAT_A,191,125,10,7
PanGyn,"('mRNA', 'MicroRNA')",DSS,1,WHITE,NAT_A,659,36,56,9
PanGyn,"('mRNA', 'MicroRNA')",DSS,2,WHITE,NAT_A,466,94,31,16
PanGyn,"('mRNA', 'MicroRNA')",DSS,3,WHITE,NAT_A,316,140,16,18
PanGyn,"('mRNA', 'MicroRNA')",DSS,4,WHITE,NAT_A,230,169,7,18
PanGyn,"('mRNA', 'MicroRNA')",OS,1,WHITE,NAT_A,682,54,57,9
PanGyn,"('mRNA', 'MicroRNA')",OS,2,WHITE,NAT_A,483,124,32,16
PanGyn,"('mRNA', 'MicroRNA')",OS,3,WHITE,NAT_A,328,180,17,19
PanGyn,"('mRNA', 'MicroRNA')",OS,4,WHITE,NAT_A,235,220,8,19
PanGyn,"('mRNA', 'MicroRNA')",PFI,1,WHITE,NAT_A,594,128,54,12
PanGyn,"('mRNA', 'MicroRNA')",PFI,2,WHITE,NAT_A,355,251,27,22
PanGyn,"('mRNA', 'MicroRNA')",PFI,3,WHITE,NAT_A,229,290,13,25
PanGyn,"('mRNA', 'MicroRNA')",PFI,4,WHITE,NAT_A,162,306,6,25
PanGyn,"('Protein', 'Methylation')",DSS,3,WHITE,NAT_A,305,138,6,5
PanGyn,"('Protein', 'Methylation')",OS,3,WHITE,NAT_A,319,169,7,6
PanGyn,"('Protein', 'Methylation')",OS,4,WHITE,NAT_A,223,217,5,6
PanGyn,"('Protein', 'Methylation')",PFI,2,WHITE,NAT_A,299,269,9,8
PanGyn,"('Protein', 'MicroRNA')",DSS,3,WHITE,NAT_A,293,126,8,5
PanGyn,"('Protein', 'MicroRNA')",DSS,4,WHITE,NAT_A,213,162,5,5
PanGyn,"('Protein', 'MicroRNA')",OS,3,WHITE,NAT_A,306,155,9,6
PanGyn,"('Protein', 'MicroRNA')",OS,4,WHITE,NAT_A,218,201,6,6
PanGyn,"('Protein', 'MicroRNA')",PFI,2,WHITE,NAT_A,297,245,14,8
PanGyn,"('Protein', 'MicroRNA')",PFI,3,WHITE,NAT_A,183,292,5,10
PanGyn,"('Protein', 'mRNA')",PFI,2,WHITE,NAT_A,274,197,14,5
PanGyn,"('Protein', 'mRNA')",PFI,3,WHITE,NAT_A,172,232,5,7
PanSCCs,"('MicroRNA', 'Methylation')",DSS,1,WHITE,NAT_A,947,120,43,11
PanSCCs,"('MicroRNA', 'Methylation')",DSS,2,WHITE,NAT_A,547,236,22,17
PanSCCs,"('MicroRNA', 'Methylation')",DSS,3,WHITE,NAT_A,332,279,15,18
PanSCCs,"('MicroRNA', 'Methylation')",DSS,4,WHITE,NAT_A,231,292,10,18
PanSCCs,"('MicroRNA', 'Methylation')",DSS,5,WHITE,NAT_A,153,299,7,18
PanSCCs,"('MicroRNA', 'Methylation')",OS,1,WHITE,NAT_A,992,203,43,16
PanSCCs,"('MicroRNA', 'Methylation')",OS,2,WHITE,NAT_A,574,373,22,24
PanSCCs,"('MicroRNA', 'Methylation')",OS,3,WHITE,NAT_A,350,443,15,25
PanSCCs,"('MicroRNA', 'Methylation')",OS,4,WHITE,NAT_A,246,470,10,26
PanSCCs,"('MicroRNA', 'Methylation')",OS,5,WHITE,NAT_A,165,483,7,27
PanSCCs,"('MicroRNA', 'Methylation')",PFI,1,WHITE,NAT_A,870,261,40,14
PanSCCs,"('MicroRNA', 'Methylation')",PFI,2,WHITE,NAT_A,495,388,19,21
PanSCCs,"('MicroRNA', 'Methylation')",PFI,3,WHITE,NAT_A,304,428,15,22
PanSCCs,"('MicroRNA', 'Methylation')",PFI,4,WHITE,NAT_A,214,442,10,22
PanSCCs,"('MicroRNA', 'Methylation')",PFI,5,WHITE,NAT_A,131,462,7,22
PanSCCs,"('mRNA', 'Methylation')",DSS,1,WHITE,NAT_A,949,121,43,11
PanSCCs,"('mRNA', 'Methylation')",DSS,2,WHITE,NAT_A,549,237,21,17
PanSCCs,"('mRNA', 'Methylation')",DSS,3,WHITE,NAT_A,336,279,14,18
PanSCCs,"('mRNA', 'Methylation')",DSS,4,WHITE,NAT_A,234,293,10,18
PanSCCs,"('mRNA', 'Methylation')",DSS,5,WHITE,NAT_A,155,301,7,18
PanSCCs,"('mRNA', 'Methylation')",OS,1,WHITE,NAT_A,995,206,43,16
PanSCCs,"('mRNA', 'Methylation')",OS,2,WHITE,NAT_A,577,376,21,24
PanSCCs,"('mRNA', 'Methylation')",OS,3,WHITE,NAT_A,355,445,14,25
PanSCCs,"('mRNA', 'Methylation')",OS,4,WHITE,NAT_A,249,474,10,26
PanSCCs,"('mRNA', 'Methylation')",OS,5,WHITE,NAT_A,167,488,7,27
PanSCCs,"('mRNA', 'Methylation')",PFI,1,WHITE,NAT_A,871,264,40,14
PanSCCs,"('mRNA', 'Methylation')",PFI,2,WHITE,NAT_A,500,388,18,21
PanSCCs,"('mRNA', 'Methylation')",PFI,3,WHITE,NAT_A,308,430,14,22
PanSCCs,"('mRNA', 'Methylation')",PFI,4,WHITE,NAT_A,217,444,10,22
PanSCCs,"('mRNA', 'Methylation')",PFI,5,WHITE,NAT_A,133,464,7,22
PanSCCs,"('mRNA', 'MicroRNA')",DFI,2,WHITE,NAT_A,334,78,19,7
PanSCCs,"('mRNA', 'MicroRNA')",DFI,3,WHITE,NAT_A,201,98,15,7
PanSCCs,"('mRNA', 'MicroRNA')",DFI,4,WHITE,NAT_A,146,100,9,7
PanSCCs,"('mRNA', 'MicroRNA')",DFI,5,WHITE,NAT_A,96,110,5,8
PanSCCs,"('mRNA', 'MicroRNA')",DSS,1,WHITE,NAT_A,1026,128,74,13
PanSCCs,"('mRNA', 'MicroRNA')",DSS,2,WHITE,NAT_A,610,253,40,24
PanSCCs,"('mRNA', 'MicroRNA')",DSS,3,WHITE,NAT_A,379,302,25,28
PanSCCs,"('mRNA', 'MicroRNA')",DSS,4,WHITE,NAT_A,265,315,15,28
PanSCCs,"('mRNA', 'MicroRNA')",DSS,5,WHITE,NAT_A,178,324,9,29
PanSCCs,"('mRNA', 'MicroRNA')",OS,1,WHITE,NAT_A,1084,221,74,18
PanSCCs,"('mRNA', 'MicroRNA')",OS,2,WHITE,NAT_A,646,404,40,33
PanSCCs,"('mRNA', 'MicroRNA')",OS,3,WHITE,NAT_A,405,482,25,39
PanSCCs,"('mRNA', 'MicroRNA')",OS,4,WHITE,NAT_A,286,512,15,40
PanSCCs,"('mRNA', 'MicroRNA')",OS,5,WHITE,NAT_A,193,530,9,42
PanSCCs,"('mRNA', 'MicroRNA')",PFI,1,WHITE,NAT_A,953,282,69,18
PanSCCs,"('mRNA', 'MicroRNA')",PFI,2,WHITE,NAT_A,561,418,34,32
PanSCCs,"('mRNA', 'MicroRNA')",PFI,3,WHITE,NAT_A,354,464,24,35
PanSCCs,"('mRNA', 'MicroRNA')",PFI,4,WHITE,NAT_A,251,480,14,36
PanSCCs,"('mRNA', 'MicroRNA')",PFI,5,WHITE,NAT_A,157,501,8,37
PanSCCs,"('Protein', 'Methylation')",DSS,1,WHITE,NAT_A,579,79,19,5
PanSCCs,"('Protein', 'Methylation')",DSS,2,WHITE,NAT_A,346,152,10,6
PanSCCs,"('Protein', 'Methylation')",DSS,3,WHITE,NAT_A,225,182,7,7
PanSCCs,"('Protein', 'Methylation')",OS,1,WHITE,NAT_A,617,141,19,7
PanSCCs,"('Protein', 'Methylation')",OS,2,WHITE,NAT_A,368,255,10,9
PanSCCs,"('Protein', 'Methylation')",OS,3,WHITE,NAT_A,239,305,7,10
PanSCCs,"('Protein', 'Methylation')",PFI,1,WHITE,NAT_A,542,164,18,6
PanSCCs,"('Protein', 'Methylation')",PFI,2,WHITE,NAT_A,315,249,9,7
PanSCCs,"('Protein', 'Methylation')",PFI,3,WHITE,NAT_A,207,276,7,8
PanSCCs,"('Protein', 'MicroRNA')",DSS,1,WHITE,NAT_A,626,84,31,5
PanSCCs,"('Protein', 'MicroRNA')",DSS,2,WHITE,NAT_A,383,161,16,7
PanSCCs,"('Protein', 'MicroRNA')",DSS,3,WHITE,NAT_A,252,196,11,8
PanSCCs,"('Protein', 'MicroRNA')",DSS,4,WHITE,NAT_A,189,207,6,8
PanSCCs,"('Protein', 'MicroRNA')",OS,1,WHITE,NAT_A,668,148,31,7
PanSCCs,"('Protein', 'MicroRNA')",OS,2,WHITE,NAT_A,407,268,16,11
PanSCCs,"('Protein', 'MicroRNA')",OS,3,WHITE,NAT_A,268,325,11,12
PanSCCs,"('Protein', 'MicroRNA')",OS,4,WHITE,NAT_A,202,343,6,13
PanSCCs,"('Protein', 'MicroRNA')",PFI,1,WHITE,NAT_A,591,172,30,6
PanSCCs,"('Protein', 'MicroRNA')",PFI,2,WHITE,NAT_A,349,266,14,10
PanSCCs,"('Protein', 'MicroRNA')",PFI,3,WHITE,NAT_A,233,296,11,11
PanSCCs,"('Protein', 'MicroRNA')",PFI,4,WHITE,NAT_A,177,308,5,12
PanSCCs,"('Protein', 'mRNA')",DSS,1,WHITE,NAT_A,636,85,29,5
PanSCCs,"('Protein', 'mRNA')",DSS,2,WHITE,NAT_A,388,164,14,7
PanSCCs,"('Protein', 'mRNA')",DSS,3,WHITE,NAT_A,257,198,9,8
PanSCCs,"('Protein', 'mRNA')",DSS,4,WHITE,NAT_A,192,210,5,8
PanSCCs,"('Protein', 'mRNA')",OS,1,WHITE,NAT_A,679,154,29,7
PanSCCs,"('Protein', 'mRNA')",OS,2,WHITE,NAT_A,413,276,14,11
PanSCCs,"('Protein', 'mRNA')",OS,3,WHITE,NAT_A,273,332,9,12
PanSCCs,"('Protein', 'mRNA')",OS,4,WHITE,NAT_A,205,352,5,13
PanSCCs,"('Protein', 'mRNA')",PFI,1,WHITE,NAT_A,599,176,28,6
PanSCCs,"('Protein', 'mRNA')",PFI,2,WHITE,NAT_A,357,268,12,10
PanSCCs,"('Protein', 'mRNA')",PFI,3,WHITE,NAT_A,238,299,9,11
STAD,"('MicroRNA', 'Methylation')",DSS,2,WHITE,NAT_A,64,44,6,7
STAD,"('MicroRNA', 'Methylation')",DSS,3,WHITE,NAT_A,27,50,6,7
STAD,"('MicroRNA', 'Methylation')",OS,1,WHITE,NAT_A,151,52,12,5
STAD,"('MicroRNA', 'Methylation')",OS,2,WHITE,NAT_A,65,83,6,9
STAD,"('MicroRNA', 'Methylation')",OS,3,WHITE,NAT_A,27,95,6,9
STAD,"('MicroRNA', 'Methylation')",PFI,1,WHITE,NAT_A,133,45,10,6
STAD,"('MicroRNA', 'Methylation')",PFI,2,WHITE,NAT_A,54,70,6,8
STAD,"('MicroRNA', 'Methylation')",PFI,3,WHITE,NAT_A,21,75,5,9
STAD,"('mRNA', 'Methylation')",DSS,2,WHITE,NAT_A,62,42,6,7
STAD,"('mRNA', 'Methylation')",DSS,3,WHITE,NAT_A,27,48,6,7
STAD,"('mRNA', 'Methylation')",OS,1,WHITE,NAT_A,149,45,12,5
STAD,"('mRNA', 'Methylation')",OS,2,WHITE,NAT_A,63,76,6,9
STAD,"('mRNA', 'Methylation')",OS,3,WHITE,NAT_A,27,88,6,9
STAD,"('mRNA', 'Methylation')",PFI,1,WHITE,NAT_A,131,42,10,6
STAD,"('mRNA', 'Methylation')",PFI,2,WHITE,NAT_A,52,67,6,8
STAD,"('mRNA', 'Methylation')",PFI,3,WHITE,NAT_A,21,70,5,9
